user_id,category_id,weight
4211111,34,1
4353024,34,1
4940157,34,2
5900662,34,1
7816806,34,1
8521728,34,8
9005384,34,6
10309794,34,1
10355005,34,6
10749993,34,22
11648968,34,8
13015711,34,6
13348144,34,10
13766608,34,1
14638667,34,4
23540031,34,7
28477882,34,1
29132352,34,1
32636402,34,1
33828812,34,1
33991242,34,3
38906242,34,3
39303612,34,4
43105702,34,1
47572122,34,1
49850062,34,1
53484892,34,4
60195472,34,2
61262282,34,1
76743532,34,6
86263532,34,1
102695132,34,1
102889902,34,9
104244222,34,1
110860542,34,2
114216102,34,1
126066112,34,2
147690502,34,11
150950602,34,1
154251402,34,1
162627572,34,19
170557622,34,1
177135382,34,1
182608187,34,1
183586944,34,1
183825623,34,3
184437777,34,2
185250402,34,1
186777303,34,1
187246671,34,1
187732480,34,3
187904554,34,7
187951183,34,2
188052658,34,6
189938452,34,3
193758164,34,1
194730096,34,1
194780487,34,1
194866070,34,1
195153501,34,2
197064567,34,1
197976565,34,3
198017355,34,4
198035194,34,1
198122159,34,13
198331825,34,1
198334785,34,4
198583489,34,1
198667802,34,1
198777605,34,1
199603561,34,6
199887106,34,1
199972329,34,1
200007551,34,2
200391814,34,2
200597866,34,2
202203532,34,1
203579328,34,1
204840100,34,1
204885517,34,1
204940466,34,5
205330458,34,2
206403963,34,2
206598883,34,1
207098352,34,1
208379766,34,5
208885338,34,1
210204698,34,2
210366603,34,1
211977997,34,1
213965673,34,1
216752782,34,1
217220069,34,11
217464650,34,1
217825368,34,1
219502636,34,2
220556467,34,3
222519202,34,1
224154899,34,1
225349156,34,4
225649382,34,2
225797989,34,2
226322057,34,1
227190647,34,6
227589665,34,6
227742472,34,2
227909011,34,4
228055175,34,1
228864518,34,1
229071466,34,2
229144245,34,6
229637677,34,2
230753190,34,1
2069,34,4
42506,34,4
1939496,34,3
2896514,34,15
3246917,34,3
3438546,34,13
3661197,34,2
4169858,34,2
4393825,34,13
4413235,34,1
5351550,34,1
5739749,34,1
5783863,34,3
7217653,34,1
7222138,34,3
7333165,34,6
7606093,34,1
7658930,34,2
7670958,34,1
7712083,34,1
7752299,34,2
7813939,34,1
7981818,34,14
8228323,34,1
8688363,34,2
8731661,34,10
9005384,34,1
9363105,34,1
9852711,34,11
9917104,34,1
9946829,34,2
10085652,34,1
10223251,34,1
10309794,34,1
10853675,34,1
11028407,34,1
11288886,34,1
11804293,34,6
11832553,34,2
11872972,34,1
12074359,34,3
12140530,34,16
12248783,34,2
12541555,34,2
12579661,34,9
12625982,34,1
12853877,34,8
13141514,34,3
13214587,34,2
13606604,34,15
13812470,34,10
14020645,34,1
14219098,34,1
14403986,34,4
14466241,34,1
14568344,34,2
14589429,34,1
14593999,34,1
15360711,34,1
15529121,34,2
19147021,34,7
20105041,34,4
21990171,34,1
23229581,34,1
23897412,34,3
25228452,34,1
25691792,34,1
26576702,34,2
27531452,34,1
29017132,34,1
30123762,34,25
30145882,34,1
32007512,34,5
32214442,34,4
33016112,34,1
33828812,34,4
34208282,34,7
34817302,34,3
35949012,34,1
35949052,34,1
36925522,34,1
38584482,34,4
38665162,34,5
38852502,34,9
39926142,34,4
40152352,34,1
43237102,34,6
44882152,34,1
45569562,34,4
48232882,34,3
48545422,34,1
49816142,34,1
49850062,34,4
51689852,34,1
53121132,34,2
53191892,34,2
53439252,34,2
53788772,34,4
55029192,34,13
55920722,34,1
57169392,34,3
57907252,34,25
58223312,34,4
58462212,34,1
58628942,34,1
59013012,34,1
59507012,34,1
60802462,34,2
62050212,34,11
62103862,34,8
62630612,34,2
63821422,34,1
65072762,34,1
66609162,34,1
69411382,34,3
71531062,34,2
71851852,34,11
72177052,34,4
73042822,34,4
73329392,34,1
73895512,34,3
75873682,34,1
76743532,34,1
79288822,34,1
79762332,34,1
80278962,34,1
81217232,34,7
82209622,34,1
82911172,34,1
86024262,34,2
86402252,34,2
87675622,34,1
90430042,34,1
92795252,34,1
93358632,34,3
93428882,34,5
95168392,34,2
95476352,34,1
98835872,34,4
100316012,34,1
100367272,34,4
101312342,34,5
104115482,34,1
105104652,34,1
105538032,34,1
109609782,34,1
110923962,34,1
110999952,34,9
111917572,34,2
113032392,34,3
113482852,34,2
113522242,34,3
115662482,34,1
119899042,34,1
120303082,34,1
120761882,34,6
121334792,34,27
124378502,34,2
126309962,34,15
127214502,34,8
127994682,34,2
128117352,34,1
129122472,34,1
132012862,34,1
132559112,34,3
132968302,34,11
134171762,34,1
135113782,34,10
135819732,34,4
136399942,34,2
138764482,34,1
138867992,34,7
140339832,34,2
141376462,34,1
141620062,34,1
142444202,34,1
142789332,34,1
142930732,34,1
143437442,34,11
143759992,34,1
145088312,34,1
145868102,34,5
149568122,34,2
149686322,34,3
152011532,34,1
152213612,34,1
152457842,34,1
153322372,34,1
153676732,34,2
154179502,34,1
154354712,34,1
154569692,34,1
155191662,34,1
155258552,34,1
155888802,34,3
156626172,34,6
156736372,34,1
157020682,34,2
157248622,34,1
157288432,34,1
159228992,34,1
162747192,34,2
171188212,34,1
173769292,34,1
173858412,34,1
174212922,34,2
174246072,34,1
174577162,34,1
175300482,34,1
176128392,34,2
177135382,34,6
177977752,34,1
178090242,34,1
180698772,34,2
182501037,34,7
182525541,34,2
182591120,34,2
182823823,34,1
182992991,34,8
183015093,34,3
183056813,34,1
183148130,34,1
183378188,34,3
183535235,34,1
183564319,34,8
183727389,34,1
183825623,34,3
184019319,34,4
184117514,34,2
184135445,34,1
184185824,34,5
184251699,34,2
184280399,34,2
184359365,34,1
184389351,34,3
184547023,34,19
184770847,34,2
184971649,34,1
185009650,34,1
185182915,34,7
185214546,34,1
185358570,34,3
185367567,34,2
185771141,34,3
185776715,34,1
185810527,34,1
185985798,34,1
186005970,34,1
186045687,34,1
186111235,34,1
186492901,34,1
187254868,34,2
187353081,34,2
187613627,34,3
187648503,34,1
187660868,34,1
187951183,34,2
188182242,34,1
188295207,34,2
188661696,34,2
188847988,34,1
188972315,34,3
189316019,34,1
189347481,34,1
189578984,34,3
189887587,34,3
189973217,34,5
190091171,34,1
190213084,34,2
190272148,34,2
190499461,34,3
190834875,34,2
190938988,34,1
190983789,34,1
191059701,34,1
191135384,34,4
191186119,34,1
191200422,34,1
191308717,34,1
191426144,34,4
191452557,34,1
191819003,34,1
192170178,34,1
192316228,34,1
192899035,34,10
192957263,34,1
193050180,34,3
193175352,34,1
193609612,34,1
193681740,34,2
193752364,34,2
193867008,34,1
194016549,34,1
194095164,34,1
194099532,34,3
194153351,34,1
194197206,34,1
194219253,34,2
194381707,34,1
194813058,34,1
194883200,34,4
195328266,34,5
195329871,34,1
195581088,34,1
195750926,34,1
195767229,34,2
195799113,34,2
195806604,34,1
196515694,34,3
196664025,34,2
196907167,34,1
197016277,34,1
197347447,34,1
197376374,34,8
197630409,34,2
197671877,34,1
197674291,34,1
197731890,34,10
197737828,34,1
197759787,34,1
197913247,34,1
197928971,34,2
198023758,34,9
198035194,34,1
198090904,34,1
198128679,34,1
198334785,34,1
198440790,34,1
198726996,34,3
198785980,34,1
199075147,34,11
199130686,34,1
199238890,34,2
199321351,34,1
199327908,34,1
199340802,34,1
199396025,34,2
199435099,34,2
199597935,34,1
199801302,34,2
200636299,34,1
200656606,34,1
200777643,34,1
200842069,34,1
201249049,34,1
201309823,34,1
201502786,34,2
201636697,34,1
201857441,34,3
201861629,34,1
202028316,34,1
202203532,34,1
202710805,34,1
202787796,34,1
202812849,34,2
202882025,34,16
202907404,34,3
202938144,34,3
202978621,34,2
203239640,34,1
203664064,34,1
204129504,34,3
204412550,34,1
204479532,34,3
204609819,34,1
204843833,34,12
204885517,34,1
204901926,34,1
204914631,34,2
204958407,34,6
205227586,34,1
205279429,34,1
205330458,34,3
205615786,34,1
205780937,34,2
205858479,34,1
205860494,34,3
205937561,34,12
205958098,34,2
206198140,34,1
206240756,34,4
206481851,34,1
206542079,34,1
206726441,34,3
206806749,34,1
206822440,34,1
207053119,34,1
207118547,34,1
208139980,34,1
208425479,34,6
208429247,34,4
208430481,34,1
208430646,34,3
208946987,34,2
208949319,34,4
208991302,34,1
209082365,34,1
209738519,34,4
209817672,34,1
209842501,34,1
210189290,34,1
210614410,34,1
210836188,34,1
211271973,34,3
211585840,34,3
211596798,34,1
211626236,34,4
211656831,34,1
211844922,34,2
211998902,34,5
212764291,34,3
212809286,34,4
213360425,34,1
213883995,34,2
214041709,34,1
214049144,34,1
214085642,34,1
214116347,34,1
214275739,34,10
214350596,34,1
214480697,34,2
214688193,34,7
214729620,34,4
214761951,34,1
214765518,34,1
215065731,34,2
215188854,34,1
215233420,34,1
215695992,34,1
216304685,34,1
216550429,34,3
216660454,34,1
216743295,34,1
216748395,34,1
216782046,34,1
216892372,34,3
216962893,34,1
217160398,34,4
217309361,34,2
217378572,34,2
217562544,34,3
217563086,34,2
217749308,34,2
217754475,34,2
217825368,34,2
217856665,34,3
218245402,34,2
218287357,34,1
219181828,34,1
219201662,34,2
219463047,34,1
219502636,34,3
219740646,34,1
219758760,34,1
219809048,34,1
219876597,34,1
219938015,34,3
220289486,34,2
220663433,34,1
220705747,34,1
220787633,34,1
221128997,34,2
221191725,34,3
221587497,34,1
221750289,34,1
222153711,34,1
222225352,34,2
222288505,34,2
222356790,34,1
222552028,34,2
222934157,34,2
222960010,34,1
223378257,34,1
223421595,34,1
224308582,34,1
224308745,34,3
224850724,34,1
224978753,34,2
225120700,34,2
225412049,34,2
225546676,34,4
225797989,34,1
225859679,34,1
225904099,34,3
226185646,34,1
226212530,34,2
226518103,34,5
226865472,34,1
227251282,34,3
227587232,34,1
227733392,34,3
228198627,34,1
228533008,34,1
229121218,34,1
229643678,34,3
230028756,34,4
230516487,34,1
230753190,34,1
230754445,34,1
230914457,34,3
231254596,34,1
231297477,34,6
231553070,34,1
231779693,34,1
232105953,34,4
232300966,34,1
232311841,34,1
232376470,34,1
232477169,34,1
232676485,34,5
232740190,34,1
233601566,34,1
234109593,34,1
234179814,34,1
234324964,34,1
234719094,34,2
234785133,34,1
234800842,34,1
236438111,34,1
236998384,34,1
237110939,34,1
237392126,34,1
237642878,34,1
237645407,34,1
237869773,34,1
239680203,34,1
2069,34,1
7534345,34,1
8273538,34,1
9645042,34,1
13435455,34,1
13452195,34,3
14948621,34,1
18382441,34,1
28877852,34,1
34208282,34,1
36925522,34,1
39488342,34,1
48232882,34,3
69235212,34,1
80278962,34,1
82209622,34,1
98440922,34,1
106156082,34,2
123362442,34,2
123992672,34,3
129122472,34,1
138867992,34,5
151315052,34,1
182372032,34,1
182983777,34,1
185116552,34,1
186045687,34,1
186165686,34,2
187199378,34,6
188747610,34,1
190827039,34,1
191727815,34,3
191769354,34,9
192031693,34,1
193434746,34,1
194078775,34,1
194219253,34,1
194426354,34,2
194665246,34,1
194719509,34,4
195136851,34,1
196390199,34,1
196613925,34,1
197628527,34,1
197698405,34,1
197929760,34,13
198073317,34,1
198075659,34,2
198355327,34,1
198522856,34,1
198899767,34,1
199278110,34,1
199420454,34,1
199970605,34,1
200224182,34,1
200479586,34,1
200560661,34,2
200903545,34,6
200912360,34,1
201525777,34,1
203244569,34,1
203277690,34,1
204967878,34,1
206240756,34,1
206481851,34,4
206617724,34,1
213474544,34,1
216255534,34,1
216892372,34,1
218173260,34,1
222906709,34,1
223738717,34,1
225188047,34,1
227186615,34,1
227263418,34,1
228404343,34,1
229362387,34,1
238452833,34,1
2069,34,1
625050,34,2
1746239,34,2
1939496,34,1
2191616,34,14
3126734,34,1
3197302,34,1
3438546,34,1
5900662,34,4
7217653,34,13
7712083,34,1
7768516,34,4
7981818,34,8
10764499,34,2
11387717,34,1
11474183,34,2
12753254,34,1
13413882,34,4
13496308,34,1
13783999,34,3
13812470,34,1
20781521,34,3
30123762,34,2
34817302,34,1
41993192,34,3
43463402,34,3
47572122,34,1
49816142,34,1
53121132,34,1
62111092,34,1
69568352,34,1
82016612,34,1
95625892,34,1
105601402,34,1
114279782,34,1
114893822,34,2
119047942,34,1
120681332,34,2
123370602,34,6
126066112,34,1
131807052,34,1
132277442,34,1
132968302,34,2
160995592,34,1
161054102,34,2
169241162,34,1
170710802,34,1
177135382,34,2
181103802,34,1
181545832,34,1
182570644,34,1
183447968,34,6
184117514,34,1
184157841,34,1
184268293,34,1
184917918,34,10
185658583,34,3
186111235,34,3
186654507,34,2
187277518,34,1
187732480,34,1
187828500,34,1
188406027,34,1
188592982,34,1
188797991,34,1
190363122,34,1
190840678,34,1
191275615,34,1
191291695,34,1
192823599,34,2
193867008,34,6
194099532,34,3
194153351,34,1
195145042,34,1
195831418,34,1
196834661,34,1
197928971,34,3
198004717,34,1
198309639,34,3
198734366,34,1
199261001,34,1
199363521,34,1
200256169,34,2
201249049,34,7
201446209,34,1
202028316,34,2
202732862,34,1
203721789,34,1
206494409,34,3
207978090,34,1
208874160,34,1
208885338,34,1
208946987,34,2
209243381,34,3
209750091,34,2
210384985,34,2
210676134,34,3
211366231,34,4
211778965,34,1
213477268,34,1
214085642,34,1
214305822,34,1
217449348,34,4
217464650,34,1
217700623,34,1
217869555,34,2
220657623,34,1
221311902,34,2
221507563,34,1
222960010,34,1
223374829,34,1
225120700,34,1
226962619,34,2
236353961,34,1
236919129,34,1
2069,34,3
750364,34,3
2417378,34,3
2809129,34,24
3246917,34,32
4816173,34,31
5900662,34,3
6013130,34,3
6160486,34,1
6223085,34,1
6468907,34,35
7519492,34,1
7890025,34,1
8221102,34,1
8228323,34,1
11680475,34,1
14593999,34,1
14638667,34,6
23090611,34,1
26658362,34,1
31487922,34,1
33828812,34,1
34817302,34,1
50233702,34,17
54437942,34,2
57169392,34,1
59013012,34,2
61980732,34,1
64429432,34,2
71327802,34,1
80430062,34,2
87193852,34,6
94265632,34,2
96240802,34,2
104166382,34,2
126066112,34,6
129122472,34,1
134883962,34,1
135819732,34,1
145446142,34,1
148793032,34,1
158781422,34,1
161852402,34,2
170862852,34,2
176391672,34,5
182823289,34,1
183225365,34,1
183825623,34,1
184437777,34,3
185368908,34,1
191758172,34,1
192434667,34,3
196925637,34,11
197851593,34,1
198035194,34,1
198193355,34,1
199450588,34,1
205330458,34,2
205598004,34,9
206577016,34,3
207263492,34,2
208178909,34,2
209380006,34,1
210903264,34,3
212593454,34,1
212686319,34,1
214981988,34,1
215085358,34,1
219552884,34,3
225797989,34,1
227533486,34,1
229182544,34,1
231878786,34,1
231916864,34,1
232371172,34,1
232433129,34,3
234905789,34,1
238025339,34,1
239053385,34,1
8386,21,2
3710232,21,1
8730254,21,1
9800543,21,2
37612682,21,1
65662402,21,4
106513552,21,3
111701512,21,1
127601602,21,2
139854442,21,1
155260972,21,1
186434292,21,1
186495458,21,2
197503049,21,1
200858208,21,1
231730085,21,1
8386,34,2
1939496,34,1
3016909,34,1
3710232,34,9
5532807,34,1
7534345,34,1
7682037,34,2
9800543,34,5
9933290,34,1
10869470,34,1
13606604,34,5
13979462,34,3
30076012,34,2
37612682,34,3
39303612,34,8
58992962,34,1
67315132,34,2
68671692,34,2
71912792,34,1
75873682,34,1
81827112,34,1
96228902,34,1
100367272,34,1
101312342,34,5
105865382,34,2
110489102,34,3
111701512,34,1
111917572,34,2
113482852,34,1
116842472,34,3
120960962,34,1
123279812,34,1
126066112,34,4
126095692,34,1
132968302,34,1
143437442,34,2
149594272,34,1
155260972,34,1
161262782,34,1
168638562,34,1
170270452,34,4
170846382,34,1
175300482,34,2
176164622,34,1
182626228,34,5
182992991,34,2
183015093,34,1
183448618,34,1
183586944,34,4
183867796,34,1
184224662,34,1
187907428,34,1
188100470,34,1
188857024,34,1
189686218,34,1
191426144,34,2
192575788,34,2
192809184,34,1
194047958,34,17
195427952,34,2
197552492,34,1
198793707,34,1
200320245,34,2
200407318,34,2
200844891,34,1
200845247,34,3
200845964,34,9
200847353,34,2
200847481,34,2
200858208,34,1
201327687,34,1
201509165,34,2
201684996,34,1
201807487,34,1
201975826,34,2
202927440,34,1
203657117,34,1
203721789,34,2
204016336,34,6
205496424,34,3
207061281,34,4
207118547,34,1
207487949,34,3
208430646,34,1
208431873,34,1
209940422,34,1
210561896,34,1
211291063,34,2
211527128,34,1
213237301,34,3
214688193,34,5
215065731,34,2
215668915,34,1
215682600,34,1
215959278,34,1
216009883,34,1
216092152,34,1
216381172,34,1
216550429,34,1
216636205,34,1
218279714,34,1
219701744,34,1
220303948,34,1
220413306,34,1
221553263,34,1
222617819,34,1
224197163,34,1
224302706,34,1
224513188,34,1
225120700,34,2
225412049,34,1
225468219,34,1
227588227,34,1
231623289,34,1
231741237,34,1
234122074,34,1
234875144,34,1
234879666,34,1
235165191,34,1
236585941,34,1
237414862,34,1
237426613,34,1
8386,20,1
3380276,20,2
3891728,20,2
7417787,20,1
11579085,20,1
12625605,20,1
12753254,20,2
13249301,20,3
13522107,20,8
13677114,20,1
13784936,20,4
67112612,20,4
71038612,20,2
81069462,20,4
106513552,20,1
133851042,20,3
137411322,20,4
145614952,20,1
162810822,20,1
190706861,20,1
199104094,20,1
206982417,20,1
209041802,20,1
209682120,20,1
8386,21,3
2201276,21,1
5516122,21,1
9852711,21,1
10779699,21,12
32044662,21,12
47239262,21,1
56997982,21,1
73218882,21,1
82883662,21,1
111701512,21,1
124752992,21,1
126066112,21,1
128117352,21,2
156721042,21,1
162591182,21,1
168638562,21,1
175300482,21,1
185275990,21,1
189285630,21,1
190983789,21,1
192137679,21,2
192731624,21,1
192770373,21,6
193211098,21,2
193599447,21,6
193825984,21,1
194768312,21,1
195030614,21,2
195479579,21,1
195823540,21,1
196224135,21,1
196838090,21,2
197629637,21,1
199324248,21,1
200338265,21,1
201993820,21,1
204840680,21,2
210019835,21,1
212286347,21,1
215556084,21,1
216092618,21,1
216297968,21,1
218279714,21,1
223627798,21,1
8386,21,8
7292240,21,2
7964302,21,12
10165714,21,1
10816904,21,7
13606604,21,2
32044662,21,14
57180462,21,2
63146012,21,2
97356192,21,1
102698432,21,5
106513552,21,1
123831102,21,1
155073932,21,1
156234132,21,11
162948592,21,17
174329642,21,1
174757802,21,3
184332921,21,10
186411375,21,4
190062451,21,6
190761456,21,1
193237229,21,4
193283470,21,11
194239593,21,1
195399530,21,8
197432780,21,2
197571362,21,11
197648998,21,2
197928971,21,1
201326175,21,8
202053242,21,1
203094815,21,3
206230790,21,1
208176128,21,1
210341579,21,8
212694771,21,1
213235717,21,1
215814363,21,1
221418300,21,1
224503323,21,1
227946112,21,1
8386,20,2
2000166,20,1
3210309,20,1
3380276,20,3
3468787,20,1
3995171,20,1
4278530,20,1
4389320,20,1
4579315,20,2
4602540,20,1
4720318,20,2
5279673,20,1
5718360,20,1
6318745,20,1
7467758,20,1
8335846,20,1
8481306,20,1
8901934,20,1
9133181,20,1
9157977,20,1
9880846,20,1
10743245,20,2
10864178,20,1
11326885,20,1
11930343,20,1
12134295,20,1
12552155,20,6
13522107,20,1
13677114,20,5
14611285,20,1
14670871,20,1
16873061,20,1
22018671,20,1
24053022,20,1
31308592,20,1
41303752,20,1
50974782,20,1
53071102,20,1
53695782,20,3
55517692,20,2
60479122,20,1
66973112,20,1
68395892,20,1
70216122,20,1
71038612,20,1
73959802,20,1
81069462,20,2
94439272,20,1
94703512,20,1
101184372,20,1
109120422,20,1
110984762,20,1
112983162,20,1
114654992,20,1
116445802,20,1
121080112,20,2
128461512,20,1
149318742,20,1
155961622,20,1
159418982,20,1
163592962,20,1
170445822,20,1
171845302,20,1
180798072,20,1
184047716,20,2
185551920,20,1
187797754,20,1
187916719,20,1
188989465,20,1
189431560,20,2
191709519,20,1
193825984,20,2
193977256,20,2
194063770,20,1
194176798,20,1
197051299,20,1
200664765,20,1
200870271,20,1
201248004,20,1
206982417,20,3
209205740,20,1
210281168,20,1
213338568,20,1
213568542,20,1
215026491,20,1
216051360,20,1
217140916,20,1
217561726,20,1
219105350,20,3
8386,10,2
228292,10,1
479412,10,1
635319,10,1
928972,10,1
1294898,10,5
2192820,10,3
2201276,10,1
2331939,10,5
